AgOpenGPS Navigation Log
========================
Generated: 11/22/2025 4:42:12 PM
Recording Mode: ByDistance
Recording Interval: 1.0 meters
Total Records: 37

Timestamp			XTE (m)	Latitude	Longitude
------------------------------------------------------------------------
2025-11-22 16:41:23.409	-0.005	42.67700452	-84.48508856
2025-11-22 16:41:27.422	0.000	42.67700485	-84.48507341
2025-11-22 16:41:29.422	0.005	42.67700552	-84.48505432
2025-11-22 16:41:31.415	-0.011	42.67700610	-84.48503251
2025-11-22 16:41:33.418	-0.008	42.67700673	-84.48500901
2025-11-22 16:41:35.418	-0.009	42.67700735	-84.48498520
2025-11-22 16:41:37.416	-0.010	42.67700776	-84.48496095
2025-11-22 16:41:38.418	-0.005	42.67700810	-84.48494861
2025-11-22 16:41:40.415	-0.020	42.67700906	-84.48492405
2025-11-22 16:41:41.416	-0.024	42.67700936	-84.48491170
2025-11-22 16:41:42.417	-0.009	42.67700961	-84.48489918
2025-11-22 16:41:43.418	-0.004	42.67700989	-84.48488623
2025-11-22 16:41:44.412	-0.002	42.67701056	-84.48487299
2025-11-22 16:41:45.410	-0.032	42.67701080	-84.48486019
2025-11-22 16:41:46.412	-0.023	42.67701102	-84.48484691
2025-11-22 16:41:47.411	-0.015	42.67701129	-84.48483308
2025-11-22 16:41:48.414	-0.011	42.67701188	-84.48481913
2025-11-22 16:41:49.413	-0.028	42.67701242	-84.48480488
2025-11-22 16:41:50.409	-0.021	42.67701261	-84.48479052
2025-11-22 16:41:51.408	-0.014	42.67701294	-84.48477587
2025-11-22 16:41:52.411	0.000	42.67701318	-84.48476088
2025-11-22 16:41:53.413	0.007	42.67701349	-84.48474562
2025-11-22 16:41:54.413	-0.051	42.67701419	-84.48473065
2025-11-22 16:41:55.417	-0.029	42.67701452	-84.48471601
2025-11-22 16:41:56.417	0.006	42.67701462	-84.48470076
2025-11-22 16:41:57.416	0.002	42.67701505	-84.48468502
2025-11-22 16:41:58.413	-0.005	42.67701581	-84.48466954
2025-11-22 16:41:59.416	0.005	42.67701637	-84.48465380
2025-11-22 16:42:00.413	-0.032	42.67701675	-84.48463813
2025-11-22 16:42:01.414	0.003	42.67701718	-84.48462230
2025-11-22 16:42:02.414	-0.007	42.67701749	-84.48460639
2025-11-22 16:42:03.416	-0.001	42.67701814	-84.48459036
2025-11-22 16:42:04.421	-0.009	42.67701843	-84.48457465
2025-11-22 16:42:05.422	0.003	42.67701924	-84.48455920
2025-11-22 16:42:06.423	0.003	42.67701950	-84.48454584
2025-11-22 16:42:08.409	-0.010	42.67702029	-84.48452328
2025-11-22 16:42:10.410	-0.026	42.67702068	-84.48450920
